artist,genre,country,url
PEE WEE RUSSELL,Dixieland / Cool Jazz / Jazz Related Soundtracks,United States,http://www.jazzmusicarchives.com/artist/pee-wee-russell
GENE RAINS,Exotica,United States,http://www.jazzmusicarchives.com/artist/gene-rains
IIRO RANTALA,Post-Fusion Contemporary / Third Stream / Jazz Related Rock / Hard Bop,Finland,http://www.jazzmusicarchives.com/artist/iiro-rantala
RED ONION JAZZ BABIES,Original New Orleans Jazz,United States,http://www.jazzmusicarchives.com/artist/red-onion-jazz-babies
REBEKAH VICTORIA,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/rebekah-victoria
ROLLERBALL,Eclectic Fusion,Italy,http://www.jazzmusicarchives.com/artist/rollerball
PAOLO RUSSO,Post-Fusion Contemporary / World Fusion / Latin Jazz / Third Stream / Post Bop,Italy,http://www.jazzmusicarchives.com/artist/paolo-russo
MARIO RAŠIĆ,World Fusion,Croatia,http://www.jazzmusicarchives.com/artist/mario-rasic
RIGA GROOVE ELECTRO,Fusion,Latvia,http://www.jazzmusicarchives.com/artist/riga-groove-electro
NELSON RANGELL,Pop/Art Song/Folk / Post-Fusion Contemporary / RnB,United States,http://www.jazzmusicarchives.com/artist/nelson-rangell
SAREL RIVER,Hard Bop / Post Bop,Israel,http://www.jazzmusicarchives.com/artist/sarel-river
ROCK CANDY FUNK PARTY,Funk Jazz,United States,http://www.jazzmusicarchives.com/artist/rock-candy-funk-party
BERND REITER,Hard Bop,Austria,http://www.jazzmusicarchives.com/artist/bernd-reiter
LEON RUSSELL,Pop/Art Song/Folk / RnB / Blues / Vocal Jazz / Exotica,United States,http://www.jazzmusicarchives.com/artist/leon-russell
ROMANOVSKÁ TICHÝ HRUBÝ,Jazz Related Improv/Composition,Czech Republic,http://www.jazzmusicarchives.com/artist/romanovska-tichy-hruby
FRED RANDOLPH,Soul Jazz / Latin Jazz / Hard Bop,United States,http://www.jazzmusicarchives.com/artist/fred-randolph
ANGEL AND MAMBO BLUE ROMAN,Latin Jazz,United States,http://www.jazzmusicarchives.com/artist/angel-roman-and-mambo-blue
CARMELA RAPPAZZO,Vocal Jazz,United States,http://www.jazzmusicarchives.com/artist/carmela-rappazzo
