name,country,period
Leonardo Balada,CTN/USA,Modern
Osvaldas Balakauskas,LTU,Contemporary
Mily Balakirev,RUS,Late- / Post-Romantic
David Balakrishnan,,Contemporary
George Balanchine,USA,Modern
David Balasanyan,ARM,Contemporary
Sándor Balassa,HUN,
Balint Balassi,,
Guillaume Balay,FRA,
Claude Balbastre,FRA,Classical
Ludovico Balbi,ITA,Renaissance
Pietro Baldassare,ITA,Baroque
Pietro Baldassari,,
Baldomir,,
Xosé Baldomir,,
David Baldwin,,
John Baldwin,ENG,Renaissance
Virko Baley,,Contemporary
Michael William Balfe,IRL,Romantic
Jean Balissat,,Contemporary
Javier Arias Bal,,
Raffaele Ballafronte,,Contemporary
Berith Ballard,,
Louis Ballard,,
Robert Ballard,ENG,Renaissance
Simon Ballard,ENG,Contemporary
Carl C. N. Balle,,
Eric Ball,,Modern
Ernest R. Ball,,Modern
William Ballet,,Contemporary
Oliviero Ballis,ITA,
Lawrence Ball,,
Michael Ball,,Contemporary
Brian Balmages,,
Sándor Balogh,,Contemporary
Simone Balsamino,,Renaissance
Eduardas Balsys,,
Marcos Balter,,
Thomas Baltzar,DEU,Baroque
N. Balyan,,
Eman Balzar,,
Arnaldo Bambini,ITA,
Adriano Banchieri,ITA,Baroque
Giovanni Banci,ITA,Baroque
Jacob Bancks,,
Alain Bancquart,,Modern
Jacob do Bandolim,,
Rosalie Bandt,,Contemporary
William C. Banfield,,Contemporary
Giulio Banfi,,
Malin Bång,,
John Banister,ENG,Baroque
Paul Banister,,
Brian Banks,,
Don Banks,AUS,Modern
Eric Banks,,
Jon Banks,,
Tommy Banks,,
Tony Banks,ENG,Contemporary
Akos Banlaky,AUT,
Gennady Ivanovich Banshchikov,RUS,
Harald Banter,,Contemporary
Alexander Bantishev,,
Granville Bantock,ENG,Modern
Aladár Bányai,HUN,
Yuan-kai Bao,CHN,Contemporary
Francisco Xavier Baptista,PRT,
Maria Baptist,,
Jason Barabba,,
Seymour Barab,,Contemporary
Baralipton,,
Agus Barandiaran,,
Guy Barash,ISR/USA,
Morris Barash,USA,
George Barati,,Contemporary
J. Ed Barat,,Modern
Beatrice Barazzoni,ITA,
Barbara Belle / Anita Leonard / Louis Prima / Stan Rhodes,,
Helmut Barbe,,
Emanuele Barbella,ITA,Baroque
Francesco Barbella,ITA,
Gail Barber,,Modern
Alberto Barbero,,
Octavio Barbero,,
Samuel Barber,USA,Modern
Stephen Barber,,
Francisco Asenjo Barbieri,ESP,Romantic
Girolamo Barbieri,ITA,
Guillermo Barbieri,ARG,Modern
Jeanne Barbillion,FRA,
Jacobus Barbireau,,Medieval
Jacques Barbireau,HOL,Renaissance
John Barbirolli,ENG,Modern
Pierre Barbizet,,Romantic
Cacilda Borges Barbosa,BRA,Modern
Georges Barboteu,,Contemporary
Juan José Bárcenas,,
Ramón Barce,ESP,Contemporary
Siegfried Barchet,,
Barczi,,
Josef Bardanashvili,,Modern
Jose Fernandez Bardesio,,
Agustín Bardi,ARG,
Giovanni de' Bardi,ITA,Renaissance
Michael Bard,,
Lajos Bárdos,,Modern
Federico Bardotti,,
William Bardwell,,
Sara Bareilles,,
Basile Bares,,
Søren Barfoed,,Contemporary
Zbigniew Bargielski,POL,Modern
Woldemar Bargiel,DEU,Romantic
Carlo Maria Barile,,
Marco di Bari,,Contemporary
Davine Baring-Gould,,
Adolf Barjansky,RUS,
Vytautas Barkauskas,LTU,Modern
Thomas E. Barker,,Contemporary
Warren Barker,USA,
Stephen Barlow,ENG,Contemporary
Wayne Barlow,USA,Modern
Semyon Barmotin,RUS,
Keith Barnard,,
Sir Joseph Barnby,,Romantic
Christian Barnekow,DNK,Modern
Bernard Barnes,,
David L. Barnes,,Modern
Edward Shippen Barnes,,Modern
James Barnes,,Contemporary
Jared Barnes,USA,Contemporary
Larry Barnes,,
Milton Barnes,CAN,Contemporary
Ronald Barnes,,
William C. Barnes,,
Carol Barnett,,Contemporary
John Barnett,ENG,Romantic
Marie Barnett,,
Charles Barnhouse,USA,Late- / Post-Romantic
Charles Lloyd Barnhouse,,
Ethel Barns,ENG,
Eric Barnum,,
B. Baron,,
Ernst Gottlieb Baron,DEU,Baroque
Julie von Baroni-Cavalcabò,,
Jehan Barra,,
Jean Barraqué,FRA,Modern
Edgar Barratt,,
Henri Barraud,,Modern
Abraham Barrera,,
Georges Barrère,,
Robert M. Barrette,USA,Contemporary
Richard Barrett,,Contemporary
Katie Barrick,,
Vicente Barrientos Yépez,,
Jean-Baptiste Barrière,FRA,Baroque
Ramón Gutiérrez del Barrio,,
Agustín Barrios,PRY,Modern
Angel Barrios Fernandez,ESP,Modern
Harry Barris,,Modern
Ary Barroso,BRA,
Robert Barrow,,
John Barrows,,Modern
Gerald Barry,IRL,Contemporary
John Barry,ENG,Contemporary
Barry Mann / Cynthia Weil,,
Yvo Barry,,
Francesco Barsanti,ITA,Baroque
Roger Barsotti,,
Hans Christian Bartel,,Modern
Richard Barthélemy,,
Marshall Bartholomew,,Romantic
Varoujan Bartikian,,
John Bartlet,ENG,Baroque
James Carroll Bartlett,,
Lionel Bart,ENG,Modern
Béla Bartók,HUN,Modern
Orindio Bartolini,ITA,Baroque
Bartolino da Padova,ITA,Renaissance
Bartolomeo Barbarino ("Il Pesarino"),ITA,
Angelo Michele Bartolotti,,Baroque
Domenico Bartolucci,ITA,Contemporary
Jan Zdenek Bartos,,
Vasyl Barvinskyi,,Modern
Giacobbe Basevi (Cervetto),ENG/ITA,
Howard Bashaw,,
Leonid Bashmakov,FIN,Modern
Count Basie,USA,Modern
Philippe Basiron,,
Paul Basler,,Contemporary
Veniamin Basner,,Late- / Post-Romantic
Francesco M. Bassani,,
Giovanni Battista Bassani,ITA,Baroque
Orazio Bassani,,Renaissance
Augustine Bassano,ITA,Renaissance
Francesco Maria Bassano,,
Giovanni Bassano,ITA,Renaissance
Hieronymus Bassano,,
Jerome Bassano,ITA,Renaissance
Lodovico Bassano,,Renaissance
Leslie Bassett,USA,Modern
Count Bassie,,
Oscar Bassil,,
Luigi Bassi,ITA,Contemporary
George Bassman,,
Orlando Bass,,
Randol Alan Bass,,Contemporary
Audefroi le Bastart,,
Josquin Baston,,
Gabriel Bataille,,Baroque
Ora Bat Chaim,,Contemporary
W.K. Batchelder,,
Paul Bateman,,Modern
Issachar Bates,,Classical
Martin Bates,,
Mason Bates,USA,
Thomas Bateson,,Renaissance
Paulina Bates,,Romantic
Robert F. Bates,,Contemporary
Stanley Bate,ENG,
Hubert Bath,,Modern
Roland Batik,,
Andres Batista,,
Alvin Batiste,USA,
Antoine Edouard Batiste,,
Janos Batsanyi,,
Felix Battanchon,,
Adrian Batten,ENG,Baroque
Jonathan Battishill,ENG,
Giorgio Battistelli,,
Jay C. Batzner,,
Carola Bauckholt,,
Charles Baudelaire,FRA,Contemporary
Jerzy Bauer,,
Marion Bauer,,Modern
Hans Bauernfeind,,
Randall Bauer,,
Robert Bauer,,
Ross Bauer,,Contemporary
Bauerschmidt,,
Herbert Baumann,,
Stephan Baumgartner,CHE,Contemporary
Wilhelm Baumgartner,,
Julian Bautista,ARG,Modern
G.C. Bawden,,
Sir Arnold Bax,ENG,Modern
Brian Baxter,,
Les Baxter,,
Jeanne Baxtresser,,Contemporary
Josef Bayer,,Late- / Post-Romantic
Eugeny Bayev,RUS,
William Bayley,,
Thomas Haynes Bayly,,
Tomislov Baynov,,Romantic
Armando Bayolo,,
Wilhelmine von Bayreuth,DEU,Romantic
Irwin Bazelon,USA,Modern
Georges Baz,,
François Bazin,FRA,Romantic
Antonio Bazzini,ITA,Romantic
B.B.,,
Amy Marcy Cheney Beach,USA,Late- / Post-Romantic
John Parsons Beach,,
Jeff Beal,,Contemporary
John Beall,,Contemporary
Michael Beal,,
Sally Beamish,GBR,Contemporary
Robert Beaser,USA,Contemporary
Stuart Beatch,CAN,Contemporary
Betty Beath,AUS,Contemporary
Richard Beaudoin,,
Lambert de Beaulieu,,
Toni Beaulieu,,
Amédée de Beauplan,,
William Beauvais,,Modern
Jean-Jacques Beauvarlet-Charpentier,FRA,Classical
Jack Beaver,,Modern
Kevin Beavers,,Contemporary
Giuseppe Becce,ITA,Modern
Gustavo Becerra-Schmidt,CHL,
Sidney Bechet,USA,
Julius Bechgaard,,
Andy Beck,,
Conrad Beck,,Modern
James A. Beckel, Jr.,,Contemporary
Albert Becker,DEU,Late- / Post-Romantic
Dietrich Becker,DEU,Baroque
Holmer Becker,,
Jean Becker,,
Konstantin Julius Becker,,Modern
Kris Becker,,
Markus Becker,,
Wilhelm Becker,RUS,
Franz Ignaz Beck,DEU,
Dwight Beckham,,
Jeremy Beck,,Contemporary
John Beck,,Contemporary
Bror Beckman,,Late- / Post-Romantic
Heike Beckmann,,
Max Beckschafer,,Modern
Stephen David Beck,,
John Beckwith,CAN,Modern
Marguerite Beclard d'Harcourt,,
Ernesto Becucci,ITA,
Denis Bédard,,Contemporary
Tiziano Bedetti,,
David Bedford,ENG,Contemporary
Seth Bedford,,
David Bednall,,
Franck Bedrossian,FRA,Contemporary
Thomas Beecham,ENG,Modern
Ignaz von Beecke,DEU,Classical
Gordon Beeferman,USA,Contemporary
Alan Beeler,USA,
Jack Beeson,,Modern
Ludwig van Beethoven,DEU,Romantic
Andrés Beeuwsaert,,
Karol Beffa,,
Miko Begaye,,
Eve Beglarian,USA,Contemporary
Johannes Beham,DEU,
Héctor Behety,,
Daniel Behle,,
Jack Behrens,,
Franz Behr,,
David Behrman,USA,Modern
Ashkan Behzadi,IRN/CAN,
Bix Beiderbecke,USA,Modern
Paul Beier,,Renaissance
Eckart Beinke,,
Jean-Pascal Beintus,FRA,Contemporary
Richie Beirach,USA,
Benjamin Beirs,,
Charles Beisterling,,
Munir Nurettin Beken,TUR,
Pal Bekes,,
Marc Bélanger,,
Vincent Belanger,,
Sidor Belarsky,,
Luca Belcastro,,
Supply Belcher,USA,Classical
Antonio Carlos Belchior,,
Brian Belet,,
Kemal Belevi,CYP/USA,
Antal Beleznay,,
Erik Belgum,,
Sergey Belikov,,
Daniel Belknap,,
Raffaele Bellafronte,,Contemporary
Ján Levoslav Bella,CZE,Romantic
James Bellak,,
Allan Gordon Bell,CAN,
Francis Bellamy,,
Vincenzo Bellavere,,
Elizabeth Bell,,Contemporary
Antonio Belletti,ITA,Modern
Giulio Belli,ITA,
Paulo Bellinati,BRA,Modern
Fermo Bellini,,
Vincenzo Bellini,ITA,Romantic
Paolo Benedetto Bellinzani,ITA,Baroque
Simeon Bellison,,
Larry Thomas Bell,USA,Contemporary
Lori Bell,USA,
Carl Michael Bellman,SWE,Classical
Giovanni Bellone,,
Jean-François-Victor Bellon,FRA,
Herman Bellstedt,USA,Romantic
William Henry Bell,,
Jean Belmont,,
Mark Belodubrovsky,RUS,
Charles S. Belsterling,,Modern
Sergei Beltyukov,BLR,
Valery Beluntsov,RUS,
Vladimir Belyaev,RUS,Contemporary
Milosz Bembinow,,Contemporary
Antonia Bembo,ITA,Baroque
Pietro Bembo,,
Fernando Benadon,,
Ofer Ben-Amots,,Contemporary
Barbara Benary,,Modern
Chiara Benati,,
Ralph Benatzky,AUT,Modern
Pietro Paolo Bencini,,
Franz (Frantisek) Benda,DEU,Classical
Friedrich Wilhelm Heinrich Benda,,
Georg Anton Benda,BOH,Classical
Johann Georg (Jan Jirí) Benda,DEU,Baroque
Gerard Bendiks,,
Cesare Bendinelli,ITA,Renaissance
Theodore Bendix,USA,Late- / Post-Romantic
Francesco Bendusi,ITA,Renaissance
Elek Benedek,,
Francesco Maria Benedetti,,
Vincenzo Benedetti,,
Benedict Ducis / Martin Luther,,
Julius Benedict,ENG,Romantic
Friedrich Burkhard Beneken,,
Charles Benesh,,Late- / Post-Romantic
Juraj Beneš,,
Beneventan Chant,,
Orazio Benevoli,ITA,Baroque
Ben Folds / Kerry Marsh,,
Joseph Bengraf,HUN,Classical
Peter Bengtson,,Contemporary
Xavier Benguerel,,
Paul Ben-Haim,ISR,Modern
Arthur Benjamin,ENG,Modern
Benjamin Britten / Lennox Berkeley,,
George Benjamin,ENG,Contemporary
Thomas Benjamin,,
Jorge Ben,,Contemporary
George Bennard,,
John Bennet,ENG,Baroque
David Bennett,,Romantic
Dylan Bennett,,
Ed Bennett,USA,
John Bennett,,
Marie Bennett,,
Richard Rodney Bennett,ENG,Contemporary
Robert Russell Bennett,,Modern
William Sterndale Bennett,ENG,Romantic
Bennie Benjamin / Sol Marcus,,
Benny Goodman / Lionel Hampton / Sid Robin,,
François Benoist,,
Dom Paul Benoit,,
Peter Benoit,BEL,Romantic
Ken Benshoof,,Modern
Warren Benson,,Modern
Aaron Bensoussan,,
Oded Ben-Tal,,
Jorgen Bentzon,DNK,Modern
Niels Viggo Bentzon,,Modern
Esteban Benzecry,,
Flint Juventino Beppe,NOR,Contemporary
Angelo Berardi,,
Johannes Berauer,,
Catherine Anahid Berberian,,
Cathy Berberian,USA,Contemporary
Jacquet de Berchem,FLM,Renaissance
Vicent Berenguer,,
Hermann Berens,SWE,Romantic
Timothy Berens,,Modern
Lajos Berényi,,
Maxim Sozontovich Berezovsky,UKR,Classical
Alban Berg,AUT,Modern
John Bergamo,,Modern
Daniel Berg,,
Anne La Berge,,
Hugues de Bergé,,
Axel Frthiof Bergendahl,,
Arthur Berger,USA,Modern
Gilles Durant de la Bergerie,,Renaissance
Jean Berger,DEU/USA,Modern
Jonathan Berger,,Modern
Sylvain Bergeron,CAN,Contemporary
Roman Berger,,
Theodor Berger,AUT,Modern
Wilhelm Berger,DEU,Late- / Post-Romantic
Wilhelm Georg Berger,ROU,Romantic
Gottfried Berg,,
Andreas Peter Berggreen,,
Gunnar Berg,DNK,Modern
Sverre Bergh,,
Isak Berg,,
Ken Berg,,
Anders Berglund,,Contemporary
Erik Bergman,FIN,Modern
Hjalmar Bergman,,
Marilyn Bergman,,Modern
Walter Bergmann,,Baroque
Karl Bergmüller,,
Natanael Berg,SWE,
Ylva Lund Bergner,,
Per Berg,,
Reinhard von Berg,,Contemporary
William Bergsma,,Modern
Carl Bergstrøm-Nielsen,DNK,
Hanna Bergwitz-Goffeng,,
Sergey Berinsky,RUS,Contemporary
Luciano Berio,ITA,Contemporary
Charles August de Bériot,BEL,Romantic
Charles-Wilfred de Bériot,,
Michael Berkeley,ENG,Contemporary
Sir Lennox Berkeley,ENG,Modern
Jackson Berkey,,Contemporary
László Berki,HUN,
Robert Berkman,,
Joseph Berlinger,,
Irving Berlin,USA,Modern
Herman Berlinski,,Modern
(Louis) Hector Berlioz,FRA,Romantic
Karel Berman,,Modern
Derek Bermel,,Contemporary
Juan Bermudo,,
Ercole Bernabei,,
Emile Bernard,FRA,Romantic
Felix Bernard,USA,
Bartolomeo Bernardi,ITA,
Stefano Bernardi,ITA,Renaissance
Bernardo Clavijo del Castillo,ESP,Renaissance
Paul Bernard,,Contemporary
Alain Bernaud,FRA,
Alexander Berne,,
Hans Berner,,
Lord Gerald Hugh Tyrwhitt-Wilson Berners,ENG,Modern
Tim Berne,USA,Contemporary
Gillebert de Berneville,,Contemporary
Christoph Bernhard,DEU,Baroque
Bernhard Schmid the Elder,FRA,Renaissance
Christopher Bernhardt,,
Lauren Bernofsky,,
Charles Harold Bernstein,,Modern
Elmer Bernstein,USA,Modern
Leonard Bernstein,USA,Modern
Friedrich Berr,DEU,Classical
Charles Roland Berry,,Contemporary
Christopher Berry,,Contemporary
Joseph Cruise Berry,,
Wendell Berry,USA,
Blagoje Bersa,,
Antonio Bertali,FRA/AUT,Baroque
Lelio Bertani,,
Martin Berteau,FRA,
Heinrich Berté,,Romantic
Bert Gold / Ken Hart,,
Paul Berthier,,
Vincentius Bertholusius,,Baroque
Marc Berthomieu,,
Willoughby Bertie (The 4th Earl of Abingdon),ENG,
Giovanni Pietro Berti,,
Henri Jérôme Bertini,ENG,Romantic
Louis Bert,,
Giovanni Antonio Bertoli,,
Joseph Bertolozzi,,
Vincenzo Bertolusi,ITA,Renaissance
Ferdinando Bertoni,ITA,Classical
Umberto Bertoni,,
Georg von Bertouch,,
Michael Bertram,AUS,
Alvaro Bertrand,,Modern
Anthoine de Bertrand,FRA,Renaissance
Costantino Bertucci,ITA,
Franz Berwald,SWE,Romantic
M. Berzolla,,
Dániel Berzsenyi,,
Jean-Baptiste Besard,FRA,Baroque
Don Besig,,
Alessandro Besozzi,ITA,Classical
Carlo Besozzi,ITA,Classical
Girolamo Besozzi,,Baroque
Johann Ernst Bessel,,
Ivan Bessonov,,
Agustin T. Besteiro,ARG,Contemporary
Charles Bestor,,Modern
Conon de Béthune,FRA,Medieval
Thomas Greene Bethune,,Romantic
Abbie Betinis,USA,
Milos Betko,,Contemporary
Marco Betta,,
Ian Betteridge,AUS,
Bruno Bettinelli,ITA,Contemporary
Luca Bettini,,
Donald Betts,,
David Bevan,,
Thomas Beveridge,,Contemporary
Elway Bevin,WLS,Renaissance
Louis Beydts,,Modern
Frank Michael Beyer,,
Greg Beyer,,
Johanna Magdelena Beyer,,Modern
Divakar Bhowman,USA,Contemporary
Giuseppino del Biabo,,
Günter Bialas,DEU,Contemporary
Marshall Bialosky,,Modern
Guido Bianchini,ITA,
Oscar Bianchi,,
Virginio Bianchi,,
Antonio Bibalo,NOR,Contemporary
Heinrich Franz von Biber,DEU,Baroque
Gilbert Biberian,,Contemporary
Karl Heinrich Biber von Bibern,AUT,Baroque
Bible - New Testament,,
Rudolph Bibl,,Contemporary
Thomas Bidgood,,
Franz Biebl,,Modern
David Biedenbender,,
Christian Biegai,,
Lisa Bielawa,,Modern
Josef Ignaz Bieling,,
Benjamin Bierman,,
Diogenio Bigaglia,ITA,Baroque
Barney Bigard,USA,
Antonio Bigatti,,
Frederick Bigelow,,
Hayes Biggs,,Contemporary
John Biggs,USA,Modern
Misha Bigos,,
Misha Adair Bigos,,
Marie Bigot,,
János Bihari,HUN,Classical
Valery Biktashev,RUS,
Oleksandr Bilash,UKR,
Branca Bilhar,,
Jerry Bilik,,Modern
Georg Christoph Biller,,Contemporary
Bill Holman / Jimmy Rowles,,
William Billings,USA,Classical
Thomas Billington,,
Vincenzo Billi,ITA,Late- / Post-Romantic
Pierluigi Billone,,
Santiago Billoni,,
Billy Mayerl / Austin Croom-Johnson,,
John G. Bilotta,,
Gilles de Bins dit Binchois,FLM,Renaissance
Abraham Wolf Binder,,Late- / Post-Romantic
David Bindman,,
Daniel Binelli,,Contemporary
Ronald Binge,ENG,Modern
Jonathan Bingham,USA,
Judith Bingham,ENG,Contemporary
Seth Bingham,USA,Modern
Stanislav Binički,SRB,
Malcolm Binney,,
Laurence Binyon,,
Arthur Bird,,Modern
Sir Harrison Birtwistle,ENG,Contemporary
B. Wayne Bisbee,,
Chester Biscardi,,Contemporary
Hermann Bischoff,,
Johann Carl Bischoff,,
John Bischoff,,Contemporary
Francesco Biscogli,,
Lars Aksel Bisgaard,,
Sir Henry Rowley Bishop,ENG,Romantic
Keith Bissell,,
Richard Bissill,,
Laurence Scott Bitensky,,
Marcel Bitsch,,Modern
Martino Bitti,ITA,
Julius Bittner,AUT,Modern
Iva Bittová,,Contemporary
Herbert Bittrich,,
Giacomo Fillippo Biumi,,Baroque
Cesare Andrea Bixio,ITA,Romantic
David Bixler,,
Georges Bizet,FRA,Romantic
Nicolas Bizub,USA,Contemporary
Hafdís Bjarnadóttir,,
Daníel Bjarnason,ISL,
Staffan Björklund,,Contemporary
David Björkman,,
Arni Bjornsson,,Modern
Gulli Björnsson,,
Boris Blacher,DEU,Modern
Philip Blackburn,,
Dick Blackford,GBR,
Richard Blackford,,Contemporary
Andrew Blackhall,SCO,Renaissance
Terry Blackhawk,,
John Black,SCO,
Stanley Black,,Modern
Easley Blackwood,USA,Modern
Joseph Blaha,,Contemporary
Emmanuel Blain de St. Aubin,,Romantic
Charles Henri Blainville,,
Jérôme Blais,,
Christopher Blake,,Contemporary
Eubie Blake,USA,Modern
Howard Blake,ENG,Contemporary
Peter Blake,,Romantic
William Blake,ENG,
Adolphe Blanc,FRA,
Manuel Blancafort,ESP,Modern
Roine Blance,,
Giuseppe Blanc,ITA,Modern
Evaristo Fernandez Blanco,,
Juan Blanco,,
Pedro José Blanco,,
Ed Bland,,Contemporary
William Bland,,Contemporary
Ralph Blane,,
Felice Blangini,FRA,Classical
Allan Blank,USA,Contemporary
Hermann Ludwig Blankenburg,DEU,
Edward Blankes,,Baroque
Matvey Blanter,,Modern
Oskar Gottlieb Blarr,,Contemporary
Manuel Blasco de Nebra,ESP,Classical
Jules François Blasini,CUW,
Mathieu-Fréderic Blasius,,Classical
Benjamin Blasko,,
Walter Blaufuss,,
Brenno Blauth,,Modern
Michel Blavet,FRA,Baroque
Wojciech Blazejczyk,,
Benjamin Blazer,,
Marcin Błażewicz,POL,
Antun Toni Blazinovic,,Contemporary
Eladia Blázquez,ARG,Modern
Wojciech Blecharz,,
Leo Blech,DEU,
Theo Bleckmann,,
Karl Blench,,
Stéphane Blet,,Romantic
Carla Bley,,
Nicolaus Bleyer,,
William Blezard,,Modern
Timothy Blinko,,
Arthur Bliss,ENG,Modern
John M. Bliss,,
Marilyn Bliss,,Contemporary
John Blitheman,,Renaissance
William Blitheman,,Renaissance
Marc Blitzstein,USA,Modern
Ernest Bloch,CHE/USA,Modern
Thomas Bloch,FRA,Contemporary
Mike Block,,
Steven D. Block,,
Jan Blockx,,Modern
Peter Bloesch,,Contemporary
Pierre de Blois,,
Per Bloland,,
Karl-Birger Blomdahl,SWE,Modern
Thomas Blomenkamp,,Contemporary
Anders Blomqvist,SWE,Contemporary
Blondel de Nesle,FRA,Medieval
Franz von Blon,DEU,Late- / Post-Romantic
Rube Bloom,,Modern
John Blow,ENG,Baroque
Stephen Blumberg,,
Karl Blume,,Contemporary
Felix Blumenfeld,RUS,Late- / Post-Romantic
Harold Blumenfeld,,Modern
Jacques Jacob Blumenthal,,
Sandro Blumenthal,,
Theodor Blumer,DEU,Modern
Marcus Blunt,,
Howard Boatwright,,Contemporary
Gunnar Boberg,,
Bob Geldof / Midge Ure,,Contemporary
Davor Bobić,,
Bob Nolan,CAN,
Wojciech Bobowski,,
Vladimir Bobri,,
Jan Nepomucen Bobrowicz,POL,Romantic
David Bobrowitz,USA,
Carlo Boccadoro,,Contemporary
Luigi Boccherini,ITA,Classical
Olga Bochikhina,RUS,
Christopher Bochmann,,
Werner Bochmann,,Modern
Robert Nicolas-Charles Bochsa,FRA,Romantic
Jerry Bock,USA,Modern
Charles Bocquet,,Baroque
Philipp Friedrich Böddecker,DEU,Baroque
Jehan Bodel,FRA,Medieval
Erhard Bodenschatz,,
Lars-Gunnar Bodin,SWE,Contemporary
Sebastian Bodinus,,
Seóirse Bodley,,
Sylvie Bodorová,,
Jack Body,,Modern
August de Boeck,,Modern
Ernst Boehe,,
Theobald Boehm,DEU,Romantic
Léon Boëllmann,FRA,Late- / Post-Romantic
Alexandre Boëly,FRA,Romantic
Antoine Boesset,FRA,Baroque
Istvan Bogar,,Contemporary
George Bogatko,,
Theodore Bogdanos,,
Valerian Mikhaylovich Bogdanov-Berezovsky,,
Dušan Bogdanović,SRB/USA,Contemporary
Eric Bogle,,
Nikita Bogoslovsky,RUS,Modern
Minas Bogris,,
Igor Boguslavsky,,Contemporary
William Bogzester,,
Folke Bohlin,SWE,
Jonas Bohlin,SWE,Contemporary
Carl Böhm,,Romantic
Ludwig Bohme,DEU,
Oskar Böhme,,Late- / Post-Romantic
Georg Böhm,AUT,Baroque
Johann Ludwig Böhner,,
François-Adrien Boieldieu,FRA,Romantic
Joseph Bodin de Boismortier,FRA,Baroque
Corentin Boissier,FRA,
Arrigo Boito,ITA,Late- / Post-Romantic
Michael Bojesen,,Contemporary
János Boksay,,
Jan Boland,,Romantic
William Bolcom,USA,Contemporary
Frank W. Boles,,Contemporary
Ross Bolleer,,Contemporary
Frederic Bolli,CHE,Contemporary
Claude Bolling,FRA,Contemporary
Fabrice Bollon,,
Bartolomeo da Bologna,ITA,Renaissance
Sergei Bolotin,RUS,Modern
Leon Bolten,,Contemporary
Bo Lundby Jæger,,
Giovanni Bolzoni,,
Jonothan Bomboy,,
J. Domingos Bomtempo,,Classical
Michael John Bonagura,,
Giovanni Bonato,,
Ferdinando Bonazzi,,
Vadim Bondarenko,,
Capel Bond,ENG,
Allen Bonde,,
Anders Bondeman,,Contemporary
Giacinto Bondioli,,
Anna Bon di Venezia,ITA,Classical
Margaret Bonds,USA,Modern
Victoria Bond,USA,Contemporary
Aurelio Bonelli,ITA,Renaissance
Ettore Bonelli,ITA,
Luiz Bonfa,,
Pierre Bonhomme,,Baroque
Mathieu Bonilla,,
Josef Bonime,,Modern
Pietro Andrea Bonini,,
Mel(anie) Bonis,FRA,Romantic
Vincenzo Bonizzi,,
Fabio Bonizzoni,,Renaissance
G. Bonnard,,
Paul Bonneau,,Modern
Carlos Bonnet,,
Joseph Bonnet,FRA,Modern
James Bonney,,Modern
Georg Bönn,,Contemporary
Bonnie Lake / Edgar Lange / Truman Jenney,,
Antonio Maria Bononcini,ITA,Baroque
Giovanni Bononcini,ITA,Baroque
Bono / The Edge,,
Francesco Antonio Bonporti,ITA,Baroque
Pablo Bonrostro,,
Charles L. Jr. Booker,,
Benjamin Boone,,Modern
Rolf Boon,,
W. Hakon Boorn,,Modern
Randy Boothe,,
Herbert Booth,,
Cornelius Boots,,
Minas Borboudakis,,Contemporary
Melchior Borchgrevinck,DNK,Renaissance
Thora Borch,,
Tomas Bordalejo,,
Clifford Bord,,
Charles Bordes,,
Nimrod Borenstein,,
Giovanni Battista Borghi,,
Matti Borg,SWE,
Borisov,,
Victoria Borisova-Ollas,,Contemporary
Marian Borkowski,,
Borlet (Trebol),FRA/ESP,Renaissance
Modesto Bor,,
Bertran Born (de),FRA,Medieval
Francois Borne,FRA,Romantic
Dirk Börner,,
Achim Christian Bornhöft,DEU,
Alexander Borodin,RUS,Late- / Post-Romantic
Felix Borowski,USA,Modern
Valentín Borrero,,
Hakon Børresen,,Modern
Pietro Paulo Borrono,ITA,Renaissance
Erich Börschel,DEU,
Sergei Bortkiewicz,AUT,Modern
Dmitry Bortniansky,RUS/UKR,Classical
Bartolomeo Bortolazzi,,
Mauro Bortolotti,,
Daniel Börtz,SWE,Contemporary
Ole Borud,,
Axel Borup-Jørgensen,,Contemporary
Alla Borzova,,
Nicholas Boscha,,
Maura Bosch,,
Gilberto Bosco,,
Auguste Bose,,
Arthur Bosmans,,
Henriëtte Bosmans,NLD,
Juan Almeida Bosque,,
Andrew Boss,USA,
Jean-Yves Bosseur,,Modern
Marco Enrico Bossi,,Modern
Franciscus Bossinensis,,
Renzo Bossi,,Modern
Goswin de Bossut,,
Jaime Botella,ESP,
George Botsford,,Modern
Ugo Bottacchiari,,
Eberhard Bottcher,DEU,
Michael Böttcher,,
Cosimo Bottegari,ITA,Renaissance
Massimo Botter,,
Hans Bottermund,,
Giovanni Bottesini,ITA,Romantic
José Antonio Bottiroli,ARG,
Linda Bouchard,,Contemporary
Raimondo Boucheron,ITA,Romantic
Vincent Bouchot,,Renaissance
André Boucourechliev,FRA,Contemporary
Vangelis Boudounis,,Modern
Michelle Boudreau,,
Walter Boudreau,CAN,Contemporary
